student_id,Topic,Subtopic,lapse_score,knowledge_score,interest_score,lapse_category,knowledge_category,interest_category,last_interaction_date
80,Modern Physics,Chaos Physics and Complex Systems,82.0,27.0,79.0,Not lapsed,Low knowledge,High interest,2026-05-31
80,Sport and Human Performance,Sports Science and Biomechanics,46.0,36.0,28.0,Moderately lapsed,Low knowledge,Low interest,2026-05-30
80,Sport and Human Performance,Sports Psychology and Peak Performance,7.0,32.0,27.0,Extremely lapsed,Low knowledge,Low interest,2026-05-29
80,Sport and Human Performance,Technological Doping and Bioethics,40.0,68.0,76.0,Highly lapsed,High knowledge,High interest,2026-05-30
80,Sport and Human Performance,Evolution of eSports,15.0,55.0,99.0,Extremely lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Sport and Human Performance,"Recovery Methods (Cryotherapy, Oxygen)",68.0,54.0,81.0,Slightly lapsed,Moderate knowledge,Extremely high interest,2026-05-31
80,Sport and Human Performance,Data Analysis (Big Data) in Teams,40.0,30.0,37.0,Highly lapsed,Low knowledge,Low interest,2026-05-30
80,Sport and Human Performance,Elite Sports Nutrition,87.05012088893729,63.8,92.4,Not lapsed,High knowledge,Extremely high interest,2026-06-10 12:39:15
80,Sport and Human Performance,Extreme Sports and Risk Management,68.0,59.0,90.0,Slightly lapsed,Moderate knowledge,Extremely high interest,2026-05-31
80,Sport and Human Performance,The Social Role of the Olympics,88.0,85.0,30.0,Not lapsed,Extremely high knowledge,Low interest,2026-05-31
80,Sport and Human Performance,Mental Training and Visualization,14.0,56.0,33.0,Extremely lapsed,Moderate knowledge,Low interest,2026-05-30
80,Education and Learning,EdTech: Technology in the Classroom,9.0,59.0,32.0,Extremely lapsed,Moderate knowledge,Low interest,2026-05-30
80,Education and Learning,Lifelong Learning,46.0,43.0,58.0,Moderately lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Education and Learning,Montessori Method and Alternative Approaches,54.0,42.0,45.0,Moderately lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Education and Learning,Gamification of Educational Processes,42.0,59.0,68.0,Moderately lapsed,Moderate knowledge,High interest,2026-05-30
80,Education and Learning,Neuroscience of Learning,38.0,36.0,85.0,Highly lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Education and Learning,Soft Skills vs. Hard Skills,78.0,68.0,20.0,Slightly lapsed,High knowledge,Extremely low interest,2026-05-31
80,Education and Learning,The Future of Universities,100.0,75.6,81.0,Not lapsed,High knowledge,Extremely high interest,2026-06-06 14:34:19
80,Education and Learning,Homeschooling and Self-directed Learning,37.0,27.0,2.0,Highly lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Education and Learning,Digital Literacy and Media Education,73.0,96.0,67.0,Slightly lapsed,Extremely high knowledge,High interest,2026-05-31
80,Education and Learning,Inclusive Teaching and Special Educational Needs (SEN),21.0,48.0,55.0,Highly lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Robotics and Automation,Humanoid Robots and Facial Mimicry,36.0,78.0,51.0,Highly lapsed,High knowledge,Moderate interest,2026-05-30
80,Robotics and Automation,Drones for Logistics and Surveillance,40.0,31.0,70.0,Highly lapsed,Low knowledge,High interest,2026-05-30
80,Robotics and Automation,Exoskeletons for Rehabilitation and Work,53.0,22.0,63.0,Moderately lapsed,Low knowledge,High interest,2026-05-30
80,Robotics and Automation,Underwater Robotics (Abyssal Exploration),22.0,3.0,92.0,Highly lapsed,Extremely low knowledge,Extremely high interest,2026-05-30
80,Robotics and Automation,Swarm Robotics (Swarm Intelligence),73.0,88.0,92.0,Slightly lapsed,Extremely high knowledge,Extremely high interest,2026-05-31
80,Robotics and Automation,Automation in Industrial Processes (Industry 5.0),24.0,59.0,83.0,Highly lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Robotics and Automation,Educational Robotics for Children,6.0,4.0,9.0,Extremely lapsed,Extremely low knowledge,Extremely low interest,2026-05-29
80,Robotics and Automation,Minimally Invasive Robotic Surgery,30.0,37.0,56.0,Highly lapsed,Low knowledge,Moderate interest,2026-05-30
80,Robotics and Automation,Predictive Maintenance via Sensors,43.0,22.0,23.0,Moderately lapsed,Low knowledge,Low interest,2026-05-30
80,Robotics and Automation,Robots for Elderly Care,63.0,82.0,88.0,Slightly lapsed,Extremely high knowledge,Extremely high interest,2026-05-30
80,Design and Interior Architecture,Minimalism and Scandinavian/Japandi Style,86.0,3.0,76.0,Not lapsed,Extremely low knowledge,High interest,2026-05-31
80,Design and Interior Architecture,Biophilic Design (Integrating Nature),24.0,30.0,89.0,Highly lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Design and Interior Architecture,Color Psychology in Environments,64.0,58.0,33.0,Slightly lapsed,Moderate knowledge,Low interest,2026-05-31
80,Design and Interior Architecture,Lighting Design and Circadian Wellness,33.0,91.0,50.0,Highly lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Design and Interior Architecture,Ergonomics in Working from Home (Home Office),45.0,14.0,75.0,Moderately lapsed,Extremely low knowledge,High interest,2026-05-30
80,Design and Interior Architecture,Recycled Materials in Furniture Design,36.0,97.0,75.0,Highly lapsed,Extremely high knowledge,High interest,2026-05-30
80,Design and Interior Architecture,Home Automation and Integrated Smart Homes,9.0,42.0,35.0,Extremely lapsed,Moderate knowledge,Low interest,2026-05-30
80,Design and Interior Architecture,Tiny Houses and Space Optimization,79.0,70.0,44.0,Slightly lapsed,High knowledge,Moderate interest,2026-05-31
80,Design and Interior Architecture,Inclusive and Universal Design,30.0,60.0,90.0,Highly lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Design and Interior Architecture,History of Design: from Bauhaus to Postmodern,86.0,80.0,92.0,Not lapsed,High knowledge,Extremely high interest,2026-05-31
80,Contemporary Sociology,Digital Tribalism and Echo Chambers,33.0,62.0,7.0,Highly lapsed,High knowledge,Extremely low interest,2026-05-30
80,Contemporary Sociology,Loneliness and Isolation in Big Cities,34.0,19.0,75.0,Highly lapsed,Extremely low knowledge,High interest,2026-05-30
80,Contemporary Sociology,New Family and Relational Structures,89.0,56.0,9.0,Not lapsed,Moderate knowledge,Extremely low interest,2026-05-31
80,Contemporary Sociology,"The Impact of ""Digital Nomads"" on Local Communities",75.0,1.0,1.0,Slightly lapsed,Extremely low knowledge,Extremely low interest,2026-05-31
80,Contemporary Sociology,Cancel Culture,8.0,63.0,79.0,Extremely lapsed,High knowledge,High interest,2026-05-29
80,Contemporary Sociology,Generational Divide (Boomer vs Gen Z),17.0,29.0,35.0,Extremely lapsed,Low knowledge,Low interest,2026-05-30
80,Contemporary Sociology,"The Concept of ""Third Places"" (Squares, Cafes, Parks)",74.0,1.0,5.0,Slightly lapsed,Extremely low knowledge,Extremely low interest,2026-05-31
80,Contemporary Sociology,Sociology of Time and Speed,48.0,92.0,30.0,Moderately lapsed,Extremely high knowledge,Low interest,2026-05-30
80,Contemporary Sociology,Social Mobility and Meritocracy,87.0,62.0,39.0,Not lapsed,High knowledge,Low interest,2026-05-31
80,Contemporary Sociology,Youth Cultures and Urban Subcultures,85.0,16.0,84.0,Not lapsed,Extremely low knowledge,Extremely high interest,2026-05-31
80,Astronomy and Astrophysics,Life Cycle of Stars: from Nebulae to White Dwarfs,39.0,84.0,1.0,Highly lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Astronomy and Astrophysics,Black Holes and the Event Horizon,24.0,70.0,7.0,Highly lapsed,High knowledge,Extremely low interest,2026-05-30
80,Astronomy and Astrophysics,Pulsars and Magnetars,27.0,46.0,39.0,Highly lapsed,Moderate knowledge,Low interest,2026-05-30
80,Astronomy and Astrophysics,The Expansion of the Universe and Hubble's Constant,92.0,87.0,80.0,Not lapsed,Extremely high knowledge,High interest,2026-05-31
80,Astronomy and Astrophysics,Cosmic Microwave Background Radiation,83.0,12.0,39.0,Not lapsed,Extremely low knowledge,Low interest,2026-05-31
80,Astronomy and Astrophysics,Formation of Planetary Systems,50.0,30.0,24.0,Moderately lapsed,Low knowledge,Low interest,2026-05-30
80,Astronomy and Astrophysics,Active Galaxies and Quasars,37.0,51.0,72.0,Highly lapsed,Moderate knowledge,High interest,2026-05-30
80,Astronomy and Astrophysics,Astrochemistry: Organic Molecules in Space,70.0,20.0,79.0,Slightly lapsed,Extremely low knowledge,High interest,2026-05-31
80,Astronomy and Astrophysics,Cataclysmic Events (Supernovae and Gamma-ray Bursts),42.0,83.0,1.0,Moderately lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Astronomy and Astrophysics,The Arrow of Time in Cosmology,66.0,12.0,75.0,Slightly lapsed,Extremely low knowledge,High interest,2026-05-31
80,Gastronomy and Culinary Cultures,"Fermentation (Koji, Kombucha, Kimchi)",100.0,52.0,18.0,Not lapsed,Moderate knowledge,Extremely low interest,2026-05-31
80,Gastronomy and Culinary Cultures,History of Spices and Trade Routes,78.06360333159742,9.6,57.400000000000006,Slightly lapsed,Extremely low knowledge,Moderate interest,2026-06-10 17:08:49
80,Gastronomy and Culinary Cultures,Fusion Cuisine and Cultural Identity,16.0,9.0,58.0,Extremely lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Gastronomy and Culinary Cultures,Street Food as Human Heritage,51.0,7.0,60.0,Moderately lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Gastronomy and Culinary Cultures,Oenology: Terroir and Native Grape Varieties,28.0,51.0,27.0,Highly lapsed,Moderate knowledge,Low interest,2026-05-30
80,Gastronomy and Culinary Cultures,Specialty Coffee and Extraction Techniques,100.0,89.2,71.4,Not lapsed,Extremely high knowledge,High interest,2026-06-10 17:12:06
80,Gastronomy and Culinary Cultures,Sourdough Baking,92.0,79.0,10.0,Not lapsed,High knowledge,Extremely low interest,2026-05-31
80,Gastronomy and Culinary Cultures,Technical Pastry and Chemical Balancing,69.0,90.0,70.0,Slightly lapsed,Extremely high knowledge,High interest,2026-05-31
80,Gastronomy and Culinary Cultures,Umami: The Fifth Taste,61.0,24.0,92.0,Slightly lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Gastronomy and Culinary Cultures,Food Waste and Scraps Cooking,27.0,93.0,90.0,Highly lapsed,Extremely high knowledge,Extremely high interest,2026-05-30
80,Engineering and Megaprojects,Next-generation Suspension and Cable-stayed Bridges,3.0,46.0,69.0,Extremely lapsed,Moderate knowledge,High interest,2026-05-29
80,Engineering and Megaprojects,Underwater and Transcontinental Tunnels,21.0,94.0,17.0,Highly lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Engineering and Megaprojects,Anti-seismic Skyscrapers and Mass Dampers,91.0,99.0,77.0,Not lapsed,Extremely high knowledge,High interest,2026-05-31
80,Engineering and Megaprojects,Dams and Water Resources Management,9.0,26.0,71.0,Extremely lapsed,Low knowledge,High interest,2026-05-30
80,Engineering and Megaprojects,Infrastructure for Hyperloop,88.0,89.0,85.0,Not lapsed,Extremely high knowledge,Extremely high interest,2026-05-31
80,Engineering and Megaprojects,Airports of the Future and Flow Management,21.0,45.0,45.0,Highly lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Engineering and Megaprojects,Geotechnical Engineering and Soil Stability,82.0,49.0,99.0,Not lapsed,Moderate knowledge,Extremely high interest,2026-05-31
80,Engineering and Megaprojects,Large Terrestrial Telescopes (ELT),78.0,70.0,96.0,Slightly lapsed,High knowledge,Extremely high interest,2026-05-31
80,Engineering and Megaprojects,Generation IV Nuclear Fission Power Plants,62.0,59.0,88.0,Slightly lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Engineering and Megaprojects,Decommissioning of Old Industrial Structures,26.0,87.0,73.0,Highly lapsed,Extremely high knowledge,High interest,2026-05-30
80,Languages and Linguistics,Origin of Language and Protolanguages,11.0,6.0,73.0,Extremely lapsed,Extremely low knowledge,High interest,2026-05-30
80,Languages and Linguistics,Dialects and Preservation of Endangered Languages,36.0,78.0,78.0,Highly lapsed,High knowledge,High interest,2026-05-30
80,Languages and Linguistics,Semantics and Pragmatics of Communication,28.0,100.0,1.0,Highly lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Languages and Linguistics,Evolution of Internet Slang,19.0,52.0,55.0,Extremely lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Languages and Linguistics,Language Learning in Adulthood,12.0,23.0,36.0,Extremely lapsed,Low knowledge,Low interest,2026-05-30
80,Languages and Linguistics,Sign Language and Visual Communication,14.0,40.0,100.0,Extremely lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Languages and Linguistics,Machine Translation and Neural Limits,68.0,45.0,98.0,Slightly lapsed,Moderate knowledge,Extremely high interest,2026-05-31
80,Languages and Linguistics,Etymology of Common Words,20.0,70.0,83.0,Extremely lapsed,High knowledge,Extremely high interest,2026-05-30
80,Languages and Linguistics,Bilingualism and Cognitive Development,2.0,10.0,20.0,Extremely lapsed,Extremely low knowledge,Extremely low interest,2026-05-29
80,Languages and Linguistics,Construction of Artificial Languages (Conlangs like Esperanto),2.0,88.0,72.0,Extremely lapsed,Extremely high knowledge,High interest,2026-05-29
80,Photography and Visual Arts,Analog vs Digital Photography,37.0,45.0,41.0,Highly lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Photography and Visual Arts,Composition and Rule of Thirds,17.0,9.0,97.0,Extremely lapsed,Extremely low knowledge,Extremely high interest,2026-05-30
80,Photography and Visual Arts,Photojournalism and Image Ethics,88.0,42.0,95.0,Not lapsed,Moderate knowledge,Extremely high interest,2026-05-31
80,Photography and Visual Arts,Astrophotography: Capturing the Deep Sky,44.0,42.0,43.0,Moderately lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Photography and Visual Arts,Cinematic Post-production (Color Grading),64.0,44.0,35.0,Slightly lapsed,Moderate knowledge,Low interest,2026-05-31
80,Photography and Visual Arts,Street Photography and the Right to Privacy,28.0,55.0,28.0,Highly lapsed,Moderate knowledge,Low interest,2026-05-30
80,Photography and Visual Arts,Macro and Nature Photography,40.0,69.0,50.0,Highly lapsed,High knowledge,Moderate interest,2026-05-30
80,Photography and Visual Arts,Use of Natural Light vs Flash Light,55.0,40.0,22.0,Moderately lapsed,Low knowledge,Low interest,2026-05-30
80,Photography and Visual Arts,History of Photography: from Daguerreotypes to Instagram,48.0,3.0,93.0,Moderately lapsed,Extremely low knowledge,Extremely high interest,2026-05-30
80,Photography and Visual Arts,Long Exposure and Creative Techniques,1.0,83.0,76.0,Extremely lapsed,Extremely high knowledge,High interest,2026-05-29
80,Marine Sciences (Oceanography),Ocean Currents and Climate Regulation,74.0,98.0,35.0,Slightly lapsed,Extremely high knowledge,Low interest,2026-05-31
80,Marine Sciences (Oceanography),Coral Reefs and Bleaching,84.0,59.0,4.0,Not lapsed,Moderate knowledge,Extremely low interest,2026-05-31
80,Marine Sciences (Oceanography),Abyssal Fauna and Extreme Adaptations,66.0,10.0,24.0,Slightly lapsed,Extremely low knowledge,Low interest,2026-05-31
80,Marine Sciences (Oceanography),Ocean Acidification,54.0,3.0,28.0,Moderately lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Marine Sciences (Oceanography),Energy from the Sea (Wave and Tidal),42.0,53.0,31.0,Moderately lapsed,Moderate knowledge,Low interest,2026-05-30
80,Marine Sciences (Oceanography),Marine Archaeology and Shipwrecks,81.0,55.0,43.0,Not lapsed,Moderate knowledge,Moderate interest,2026-05-31
80,Marine Sciences (Oceanography),Dead Zones (Hypoxia) in the Oceans,4.0,19.0,31.0,Extremely lapsed,Extremely low knowledge,Low interest,2026-05-29
80,Marine Sciences (Oceanography),Migrations of Great Cetaceans,95.0,91.0,16.0,Not lapsed,Extremely high knowledge,Extremely low interest,2026-05-31
80,Marine Sciences (Oceanography),Seafloor Geology and Plate Tectonics,95.0,65.0,47.0,Not lapsed,High knowledge,Moderate interest,2026-05-31
80,Marine Sciences (Oceanography),Underwater Mineral Resources,58.0,50.0,83.0,Moderately lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Time Management and Productivity,Pomodoro Technique and Time Blocking,45.0,38.0,28.0,Moderately lapsed,Low knowledge,Low interest,2026-05-30
80,Time Management and Productivity,"""Getting Things Done"" (GTD) Method",89.0,94.0,43.0,Not lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Time Management and Productivity,Deep Work and Intense Concentration,54.74092977960636,74.4,79.6,Moderately lapsed,High knowledge,High interest,2026-06-11 12:41:18
80,Time Management and Productivity,Eliminating Digital Distractions,78.0,37.0,59.0,Slightly lapsed,Low knowledge,Moderate interest,2026-05-31
80,Time Management and Productivity,Eisenhower Matrix (Urgent vs Important),5.0,21.0,33.0,Extremely lapsed,Low knowledge,Low interest,2026-05-29
80,Time Management and Productivity,Energy Management vs Time Management,26.0,79.0,25.0,Highly lapsed,High knowledge,Low interest,2026-05-30
80,Time Management and Productivity,Morning and Evening Routines of Top Performers,2.0,27.0,40.0,Extremely lapsed,Low knowledge,Low interest,2026-05-29
80,Time Management and Productivity,Effective Delegation and Outsourcing,4.0,99.0,23.0,Extremely lapsed,Extremely high knowledge,Low interest,2026-05-29
80,Time Management and Productivity,"Project Management Tools (Notion, Trello, Asana)",55.0,52.0,3.0,Moderately lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Time Management and Productivity,Psychology of Procrastination,85.0,43.0,7.0,Not lapsed,Moderate knowledge,Extremely low interest,2026-05-31
80,Archaeology and Mysteries of the Past,"Dating Methods (Carbon-14, Dendrochronology)",82.0,69.0,100.0,Not lapsed,High knowledge,Extremely high interest,2026-05-31
80,Archaeology and Mysteries of the Past,"Lost Civilizations (Doggerland, Atlantis between Myth and Reality)",57.0,81.0,31.0,Moderately lapsed,Extremely high knowledge,Low interest,2026-05-30
80,Archaeology and Mysteries of the Past,Hieroglyphs and Deciphering Dead Languages,19.0,48.0,73.0,Extremely lapsed,Moderate knowledge,High interest,2026-05-30
80,Archaeology and Mysteries of the Past,Great Human Migrations in Prehistory,32.0,1.0,34.0,Highly lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Archaeology and Mysteries of the Past,Megalithism: Stonehenge and Gobekli Tepe,7.0,76.0,74.0,Extremely lapsed,High knowledge,High interest,2026-05-29
80,Archaeology and Mysteries of the Past,Construction Techniques of the Ancients,58.0,57.0,9.0,Moderately lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Archaeology and Mysteries of the Past,Recent Archaeological Discoveries via Satellites (Lidar),34.0,28.0,57.0,Highly lapsed,Low knowledge,Moderate interest,2026-05-30
80,Archaeology and Mysteries of the Past,Human Evolution: Neanderthals and Denisovans,49.0,88.0,79.0,Moderately lapsed,Extremely high knowledge,High interest,2026-05-30
80,Archaeology and Mysteries of the Past,Sunken Treasures and Ancient Trade Routes,33.0,56.0,55.0,Highly lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Archaeology and Mysteries of the Past,Museology and Repatriation of Artifacts,99.0,87.0,64.0,Not lapsed,Extremely high knowledge,High interest,2026-05-31
80,Applied Mathematics and Theory,Chaos Theory and the Butterfly Effect,26.0,93.0,95.0,Highly lapsed,Extremely high knowledge,Extremely high interest,2026-05-30
80,Applied Mathematics and Theory,Prime Numbers and RSA Cryptography,73.0,45.0,22.0,Slightly lapsed,Moderate knowledge,Low interest,2026-05-31
80,Applied Mathematics and Theory,The Golden Ratio in Nature and Art,14.0,11.0,71.0,Extremely lapsed,Extremely low knowledge,High interest,2026-05-30
80,Applied Mathematics and Theory,Fractal Geometry,61.0,1.0,43.0,Slightly lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Applied Mathematics and Theory,Probability and Statistics in Gambling,38.0,10.0,23.0,Highly lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Applied Mathematics and Theory,Topology: The Science of Deformable Shapes,82.0,77.0,98.0,Not lapsed,High knowledge,Extremely high interest,2026-05-31
80,Applied Mathematics and Theory,Graph Theory and Social Networks,54.0,71.0,28.0,Moderately lapsed,High knowledge,Low interest,2026-05-30
80,Applied Mathematics and Theory,Great Unsolved Problems (Riemann Hypothesis),8.0,30.0,32.0,Extremely lapsed,Low knowledge,Low interest,2026-05-29
80,Applied Mathematics and Theory,Sorting and Searching Algorithms,44.0,7.0,58.0,Moderately lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Applied Mathematics and Theory,Financial Mathematics and Derivatives,15.0,6.0,67.0,Extremely lapsed,Extremely low knowledge,High interest,2026-05-30
80,Fashion and Costume,History of Costume from the Renaissance to the 1900s,39.0,32.0,29.0,Highly lapsed,Low knowledge,Low interest,2026-05-30
80,Fashion and Costume,Haute Couture vs Prêt-à-porter,10.0,99.0,3.0,Extremely lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Fashion and Costume,Technological Fabrics and Wearable Tech,67.0,35.0,25.0,Slightly lapsed,Low knowledge,Low interest,2026-05-31
80,Fashion and Costume,Psychology of Clothing,61.0,96.0,50.0,Slightly lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Fashion and Costume,The Vintage and Second-hand Market,31.0,66.0,89.0,Highly lapsed,High knowledge,Extremely high interest,2026-05-30
80,Fashion and Costume,Textile Production and Environmental Impact,50.0,88.0,87.0,Moderately lapsed,Extremely high knowledge,Extremely high interest,2026-05-30
80,Fashion and Costume,The Influence of Pop Icons on Fashion,42.0,3.0,76.0,Moderately lapsed,Extremely low knowledge,High interest,2026-05-30
80,Fashion and Costume,Trend Forecasting: How Trends are Born,27.0,59.0,54.0,Highly lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Fashion and Costume,Accessories and Their Symbolic Value,53.0,81.0,70.0,Moderately lapsed,Extremely high knowledge,High interest,2026-05-30
80,Fashion and Costume,Fashion Branding and Visual Communication,8.0,95.0,62.0,Extremely lapsed,Extremely high knowledge,High interest,2026-05-29
80,Botany and Gardening,Plant Physiology: How Plants Breathe,90.0,41.0,71.0,Not lapsed,Moderate knowledge,High interest,2026-05-31
80,Botany and Gardening,Succulents and Adaptations to Arid Climates,44.0,71.0,7.0,Moderately lapsed,High knowledge,Extremely low interest,2026-05-30
80,Botany and Gardening,Urban Horticulture and Domestic Hydroponics,14.0,83.0,38.0,Extremely lapsed,Extremely high knowledge,Low interest,2026-05-30
80,Botany and Gardening,Fungi and Mycelial Networks (Wood Wide Web),55.0,38.0,32.0,Moderately lapsed,Low knowledge,Low interest,2026-05-30
80,Botany and Gardening,Pruning and Grafting Techniques,10.0,14.0,51.0,Extremely lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Botany and Gardening,Zen Gardens and Japanese Landscaping,36.0,87.0,17.0,Highly lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Botany and Gardening,Medicinal Plants and Phytotherapy,18.0,97.0,12.0,Extremely lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Botany and Gardening,Pollinators and the Decline of Bees,16.0,81.0,12.0,Extremely lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Botany and Gardening,Bonsai: The Art of Miniature Trees,40.0,30.0,32.0,Highly lapsed,Low knowledge,Low interest,2026-05-30
80,Botany and Gardening,Invasive Alien Species and Local Biodiversity,81.0,74.0,17.0,Not lapsed,High knowledge,Extremely low interest,2026-05-31
80,Religions and Spirituality,History of the Major Monotheistic Religions,27.0,31.0,36.0,Highly lapsed,Low knowledge,Low interest,2026-05-30
80,Religions and Spirituality,"Eastern Philosophies (Buddhism, Taoism, Hinduism)",92.0,28.0,37.0,Not lapsed,Low knowledge,Low interest,2026-05-31
80,Religions and Spirituality,Norse and Celtic Mythology,81.0,37.0,86.0,Not lapsed,Low knowledge,Extremely high interest,2026-05-31
80,Religions and Spirituality,Contemporary New Religious Movements,73.0,9.0,7.0,Slightly lapsed,Extremely low knowledge,Extremely low interest,2026-05-31
80,Religions and Spirituality,Shamanism and Rites of Passage,38.0,28.0,20.0,Highly lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Religions and Spirituality,Sociology of Secularization,8.0,62.0,54.0,Extremely lapsed,High knowledge,Moderate interest,2026-05-29
80,Religions and Spirituality,The Concept of the Soul in Different Cultures,39.0,21.0,12.0,Highly lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Religions and Spirituality,"Sacred Architecture: Cathedrals, Mosques, and Temples",97.0,85.0,16.0,Not lapsed,Extremely high knowledge,Extremely low interest,2026-05-31
80,Religions and Spirituality,Transcendental Meditation and Prayer,23.0,92.0,12.0,Highly lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Religions and Spirituality,Relationship between Science and Faith,94.0,82.0,44.0,Not lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Criminology and Law,Criminal Psychology and Profiling,34.0,31.0,46.0,Highly lapsed,Low knowledge,Moderate interest,2026-05-30
80,Criminology and Law,Scientific Investigation Techniques (Forensics),26.0,11.0,69.0,Highly lapsed,Extremely low knowledge,High interest,2026-05-30
80,Criminology and Law,History of Punishment and Prison Systems,52.0,44.0,64.0,Moderately lapsed,Moderate knowledge,High interest,2026-05-30
80,Criminology and Law,Cybercrime and Transnational Crimes,64.0,26.0,34.0,Slightly lapsed,Low knowledge,Low interest,2026-05-31
80,Criminology and Law,International Law and Human Rights,26.0,56.0,6.0,Highly lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Criminology and Law,Serial Killers: Analysis of Historical Cases,60.0,15.0,3.0,Moderately lapsed,Extremely low knowledge,Extremely low interest,2026-05-30
80,Criminology and Law,Penal Mediation and Restorative Justice,18.0,56.0,98.0,Extremely lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Criminology and Law,Corruption and White-collar Crimes,23.0,81.0,44.0,Highly lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Criminology and Law,Evolution of Digital Copyright Laws,33.0,89.0,72.0,Highly lapsed,Extremely high knowledge,High interest,2026-05-30
80,Criminology and Law,"Legal Bioethics (End of Life, Abortion, Euthanasia)",44.0,34.0,69.0,Moderately lapsed,Low knowledge,High interest,2026-05-30
80,Zoology and Animal Behavior,Intelligence of Primates and Cetaceans,24.0,26.0,54.0,Highly lapsed,Low knowledge,Moderate interest,2026-05-30
80,Zoology and Animal Behavior,Animal Communication (Chemical and Sound Signals),95.0,89.0,84.0,Not lapsed,Extremely high knowledge,Extremely high interest,2026-05-31
80,Zoology and Animal Behavior,Hunting Strategies and Camouflage,28.0,28.0,26.0,Highly lapsed,Low knowledge,Low interest,2026-05-30
80,Zoology and Animal Behavior,Social Ethology: Hierarchy in Packs,29.0,54.0,20.0,Highly lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Zoology and Animal Behavior,Evolution of Species and Natural Selection,21.0,74.0,7.0,Highly lapsed,High knowledge,Extremely low interest,2026-05-30
80,Zoology and Animal Behavior,Domestic Animals and Co-evolution with Humans,85.0,33.0,6.0,Not lapsed,Low knowledge,Extremely low interest,2026-05-31
80,Zoology and Animal Behavior,Endangered Species and Recovery Programs,77.0,66.0,80.0,Slightly lapsed,High knowledge,High interest,2026-05-31
80,Zoology and Animal Behavior,Seasonal Migrations of Birds,78.0,91.0,39.0,Slightly lapsed,Extremely high knowledge,Low interest,2026-05-31
80,Zoology and Animal Behavior,Parasitism and Symbiosis in Nature,93.0,15.0,67.0,Not lapsed,Extremely low knowledge,High interest,2026-05-31
80,Zoology and Animal Behavior,Neurobiology of Social Insects,64.0,16.0,63.0,Slightly lapsed,Extremely low knowledge,High interest,2026-05-31
80,Geology and Natural Phenomena,Plate Tectonics and Continental Drift,24.0,35.0,87.0,Highly lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Geology and Natural Phenomena,Volcanology: Types of Eruptions and Monitoring,67.0,92.0,88.0,Slightly lapsed,Extremely high knowledge,Extremely high interest,2026-05-31
80,Geology and Natural Phenomena,Earthquakes: Measurement Scales and Prevention,51.0,63.0,8.0,Moderately lapsed,High knowledge,Extremely low interest,2026-05-30
