Topic,Subtopic,lapse_score,knowledge_score
Criminologia e Diritto,Cybercrime e crimini transnazionali,0.1,0.1
Criminologia e Diritto,Diritto internazionale e diritti umani,0.1,0.1
Criminologia e Diritto,Serial killer: analisi dei casi storici,0.1,0.1
Criminologia e Diritto,Mediazione penale e giustizia riparativa,0.1,0.1
Criminologia e Diritto,Corruzione e colletti bianchi,0.1,0.1
Criminologia e Diritto,Evoluzione delle leggi sul copyright digitale,0.1,0.1
Criminologia e Diritto,"Bioetica legale (fine vita, aborto, eutanasia)",0.1,0.1
Zoologia e Comportamento Animale,Intelligenza dei primati e dei cetacei,0.1,0.1
Zoologia e Comportamento Animale,Comunicazione animale (segnali chimici e sonori),0.1,0.1
Zoologia e Comportamento Animale,Strategie di caccia e mimetismo,0.1,0.1
Zoologia e Comportamento Animale,Etologia sociale: la gerarchia nei branchi,0.1,0.1
Zoologia e Comportamento Animale,Evoluzione delle specie e selezione naturale,0.1,0.1
Zoologia e Comportamento Animale,Animali domestici e co-evoluzione con l'uomo,0.1,0.1
Zoologia e Comportamento Animale,Specie a rischio estinzione e programmi di recupero,0.1,0.1
Zoologia e Comportamento Animale,Migrazioni stagionali degli uccelli,0.1,0.1
Zoologia e Comportamento Animale,Parassitismo e simbiosi in natura,0.1,0.1
Zoologia e Comportamento Animale,Neurobiologia degli insetti sociali,0.1,0.1
Geologia e Fenomeni Naturali,Tettonica delle placche e deriva dei continenti,0.1,0.1
Geologia e Fenomeni Naturali,Vulcanologia: tipi di eruzioni e monitoraggio,0.1,0.1
Geologia e Fenomeni Naturali,Terremoti: scale di misura e prevenzione,0.1,0.1
Geologia e Fenomeni Naturali,"Ciclo delle rocce: sedimentarie, magmatiche, metamorfiche",0.1,0.1
Geologia e Fenomeni Naturali,Formazione dei diamanti e delle pietre preziose,0.1,0.1
Geologia e Fenomeni Naturali,Erosione costiera e glaciale,0.1,0.1
Geologia e Fenomeni Naturali,Paleontologia: lo studio dei fossili,0.1,0.1
Geologia e Fenomeni Naturali,Geomorfologia dei canyon e delle montagne,0.1,0.1
Geologia e Fenomeni Naturali,Magnetismo terrestre e inversione dei poli,0.1,0.1
Geologia e Fenomeni Naturali,Risorse geotermiche,0.1,0.1
Marketing e Comunicazione,Branding emotivo e storytelling aziendale,0.1,0.1
Marketing e Comunicazione,Marketing d'influenza (Influencer Marketing),0.1,0.1
Marketing e Comunicazione,Neuromarketing: cosa spinge all'acquisto,0.1,0.1
Marketing e Comunicazione,SEO e posizionamento sui motori di ricerca,0.1,0.1
Marketing e Comunicazione,Social Media Management e gestione delle crisi,0.1,0.1
Marketing e Comunicazione,Pubblicità subliminale e persuasione visiva,0.1,0.1
Marketing e Comunicazione,Marketing esperienziale,0.1,0.1
Marketing e Comunicazione,Analisi dei dati e funnel di vendita,0.1,0.1
Marketing e Comunicazione,Greenwashing e marketing etico,0.1,0.1
Marketing e Comunicazione,Growth Hacking per startup,0.1,0.1
Benessere Fisico e Biohacking,Esposizione al freddo (Metodo Wim Hof),0.1,0.1
Benessere Fisico e Biohacking,Integrazione alimentare mirata (Nootropi),0.1,0.1
Benessere Fisico e Biohacking,Monitoraggio dei dati biometrici (Wearables),0.1,0.1
Benessere Fisico e Biohacking,Terapia della luce rossa e infrarossa,0.1,0.1
Benessere Fisico e Biohacking,Allenamento della forza e densità ossea,0.1,0.1
Benessere Fisico e Biohacking,Flessibilità e mobilità articolare,0.1,0.1
Benessere Fisico e Biohacking,Igiene del sonno e ritmi circadiani,0.1,0.1
Benessere Fisico e Biohacking,Tecniche di respirazione (Pranayama),0.1,0.1
Benessere Fisico e Biohacking,Disintossicazione digitale (Digital Detox),0.1,0.1
Benessere Fisico e Biohacking,Longevità attiva e prevenzione primaria,0.1,0.1
Logistica e Supply Chain,Gestione dei magazzini automatizzati,0.1,0.1
Logistica e Supply Chain,Logistica dell'ultimo miglio (Last-mile delivery),0.1,0.1
Logistica e Supply Chain,"Trasporto intermodale (rotaia, gomma, mare)",0.1,0.1
Logistica e Supply Chain,Gestione dei rischi nella catena di approvvigionamento,0.1,0.1
Logistica e Supply Chain,Cold Chain (Logistica del freddo per farmaci e cibo),0.1,0.1
Logistica e Supply Chain,Blockchain per la tracciabilità delle merci,0.1,0.1
Logistica e Supply Chain,Ottimizzazione dei percorsi tramite algoritmi,0.1,0.1
Logistica e Supply Chain,Logistica inversa e gestione dei resi,0.1,0.1
Logistica e Supply Chain,Porti intelligenti e digitalizzazione doganale,0.1,0.1
Logistica e Supply Chain,Sostenibilità nei trasporti pesanti,0.1,0.1
Meteorologia e Climatologia,Modelli di previsione numerica del tempo,0.1,0.1
Meteorologia e Climatologia,"Fenomeni estremi: uragani, tornado e cicloni",0.1,0.1
Meteorologia e Climatologia,Corrente del Golfo e circolazione termoalina,0.1,0.1
Meteorologia e Climatologia,Dinamiche delle correnti a getto (Jet Stream),0.1,0.1
Meteorologia e Climatologia,Microclimi urbani e isole di calore,0.1,0.1
Meteorologia e Climatologia,"Strumentazione meteorologica (Radar, Satelliti, Boe)",0.1,0.1
Meteorologia e Climatologia,Fisica delle nubi e precipitazioni,0.1,0.1
Meteorologia e Climatologia,Paleoclimatologia: studiare il clima del passato,0.1,0.1
Meteorologia e Climatologia,El Niño e La Niña (Oscillazione del Sud),0.1,0.1
Meteorologia e Climatologia,Meteorologia aeronautica e nautica,0.1,0.1
Antropologia Culturale,Riti di iniziazione nelle diverse culture,0.1,0.1
Antropologia Culturale,Evoluzione delle strutture di parentela,0.1,0.1
Antropologia Culturale,Antropologia del cibo: tabù e tradizioni,0.1,0.1
Antropologia Culturale,Culture nomadi e sedentarietà,0.1,0.1
Antropologia Culturale,Mitologie comparate,0.1,0.1
Antropologia Culturale,Simbolismo e arte rupestre,0.1,0.1
Antropologia Culturale,Impatto della globalizzazione sulle lingue indigene,0.1,0.1
Antropologia Culturale,Antropologia urbana: la vita nelle megalopoli,0.1,0.1
Antropologia Culturale,Sistemi di dono e reciprocità (il Potlatch),0.1,0.1
Antropologia Culturale,Etnobotanica: il rapporto uomo-piante,0.1,0.1
Videogiochi e Realtà Virtuale (Gaming),Game Design: meccaniche e gameplay loop,0.1,0.1
Videogiochi e Realtà Virtuale (Gaming),Storia delle console e del computing domestico,0.1,0.1
Videogiochi e Realtà Virtuale (Gaming),Architettura dei mondi aperti (Open World),0.1,0.1
Videogiochi e Realtà Virtuale (Gaming),"Motori grafici (Unreal Engine, Unity)",0.1,0.1
Videogiochi e Realtà Virtuale (Gaming),Realtà Aumentata (AR) applicata al gaming,0.1,0.1
Videogiochi e Realtà Virtuale (Gaming),Narrazione interattiva e bivi narrativi,0.1,0.1
Videogiochi e Realtà Virtuale (Gaming),Economia nei giochi MMO e microtransazioni,0.1,0.1
Videogiochi e Realtà Virtuale (Gaming),Evoluzione dell'Intelligenza Artificiale nei nemici,0.1,0.1
Videogiochi e Realtà Virtuale (Gaming),Cloud Gaming e futuro dello streaming,0.1,0.1
Videogiochi e Realtà Virtuale (Gaming),Sound design e musica adattiva nei giochi,0.1,0.1
Ingegneria Aerospaziale e Aeronautica,Aerodinamica e dinamica del volo,0.1,0.1
Ingegneria Aerospaziale e Aeronautica,"Motori a reazione (Turbofan, Scramjet)",0.1,0.1
Ingegneria Aerospaziale e Aeronautica,Avionica e sistemi di controllo digitali,0.1,0.1
Ingegneria Aerospaziale e Aeronautica,Materiali compositi per la riduzione del peso,0.1,0.1
Ingegneria Aerospaziale e Aeronautica,Velivoli a decollo verticale (VTOL),0.1,0.1
Ingegneria Aerospaziale e Aeronautica,Gestione del traffico aereo globale,0.1,0.1
Ingegneria Aerospaziale e Aeronautica,Sicurezza del volo e indagine sugli incidenti,0.1,0.1
Ingegneria Aerospaziale e Aeronautica,Elicotteri e fisica del rotore,0.1,0.1
Ingegneria Aerospaziale e Aeronautica,Design delle ali e portanza,0.1,0.1
Ingegneria Aerospaziale e Aeronautica,Idrogeno come carburante per l'aviazione,0.1,0.1
Sociologia del Lavoro e Organizzazione,Smart Working e lavoro ibrido,0.1,0.1
Sociologia del Lavoro e Organizzazione,Leadership servente e gestione dei talenti,0.1,0.1
Sociologia del Lavoro e Organizzazione,"Diversità, Equità e Inclusione (DEI) in azienda",0.1,0.1
Sociologia del Lavoro e Organizzazione,Psicologia delle organizzazioni,0.1,0.1
Sociologia del Lavoro e Organizzazione,Settimana lavorativa di quattro giorni,0.1,0.1
Sociologia del Lavoro e Organizzazione,Upskilling e Reskilling della forza lavoro,0.1,0.1
Sociologia del Lavoro e Organizzazione,Benessere organizzativo e prevenzione del mobbing,0.1,0.1
Sociologia del Lavoro e Organizzazione,Cultura aziendale e senso di appartenenza,0.1,0.1
Sociologia del Lavoro e Organizzazione,"Automazione e ""dislocamento"" del lavoro",0.1,0.1
Sociologia del Lavoro e Organizzazione,Gestione dei team multiculturali e remoti,0.1,0.1
Chimica e Biochimica,Tavola periodica: elementi rari e transuranici,0.1,0.1
Chimica e Biochimica,Chimica organica e sintesi dei farmaci,0.1,0.1
Chimica e Biochimica,Polimeri e chimica delle plastiche,0.1,0.1
Chimica e Biochimica,Enzimi e catalisi biologica,0.1,0.1
Chimica e Biochimica,Elettrochimica: batterie e celle a combustibile,0.1,0.1
Chimica e Biochimica,Chimica analitica e spettroscopia,0.1,0.1
Chimica e Biochimica,Radioattività e chimica nucleare,0.1,0.1
Chimica e Biochimica,Chimica verde (Green Chemistry),0.1,0.1
Chimica e Biochimica,Legami chimici e orbitali molecolari,0.1,0.1
Chimica e Biochimica,Biochimica delle proteine e folding,0.1,0.1
Teatro e Arti Performative,Storia del teatro greco e romano,0.1,0.1
Teatro e Arti Performative,Commedia dell'arte e maschere,0.1,0.1
Teatro e Arti Performative,Metodo Stanislavskij e Acting moderno,0.1,0.1
Teatro e Arti Performative,Scenografia e illuminotecnica teatrale,0.1,0.1
Teatro e Arti Performative,Drammaturgia contemporanea,0.1,0.1
Teatro e Arti Performative,Opera lirica e teatro musicale,0.1,0.1
Teatro e Arti Performative,Teatro dell'assurdo e avanguardie,0.1,0.1
Teatro e Arti Performative,Performance Art e Body Art,0.1,0.1
Teatro e Arti Performative,Improvvisazione teatrale,0.1,0.1
Teatro e Arti Performative,Regia teatrale: visione e interpretazione,0.1,0.1
Ecologia del Paesaggio e Selvicoltura,Gestione delle foreste e rimboschimento,0.1,0.1
Ecologia del Paesaggio e Selvicoltura,Ecologia fluviale e gestione dei bacini,0.1,0.1
Ecologia del Paesaggio e Selvicoltura,Corridoi ecologici per la fauna,0.1,0.1
Ecologia del Paesaggio e Selvicoltura,Servizi ecosistemici della natura,0.1,0.1
Ecologia del Paesaggio e Selvicoltura,Prevenzione degli incendi boschivi,0.1,0.1
Ecologia del Paesaggio e Selvicoltura,Ripristino degli habitat degradati,0.1,0.1
Ecologia del Paesaggio e Selvicoltura,Agroforestazione,0.1,0.1
Ecologia del Paesaggio e Selvicoltura,Dinamiche delle popolazioni vegetali,0.1,0.1
Ecologia del Paesaggio e Selvicoltura,Impatto delle specie esotiche nei boschi,0.1,0.1
Ecologia del Paesaggio e Selvicoltura,Conservazione dei suoli forestali,0.1,0.1
Democrazia e Sistemi Politici,Sistemi elettorali (Proporzionale vs Maggioritario),0.1,0.1
Democrazia e Sistemi Politici,Teoria della separazione dei poteri,0.1,0.1
Democrazia e Sistemi Politici,Populismo e movimenti di massa,0.1,0.1
Democrazia e Sistemi Politici,"Federalismo, Centralismo e Autonomie",0.1,0.1
Democrazia e Sistemi Politici,Geopolitica dei diritti umani,0.1,0.1
Democrazia e Sistemi Politici,Lobbying e gruppi di pressione,0.1,0.1
Democrazia e Sistemi Politici,Trasparenza e lotta alla corruzione politica,0.1,0.1
Democrazia e Sistemi Politici,Sistemi di governo comparati (Presidenzialismo vs Parlamentarismo),0.1,0.1
Democrazia e Sistemi Politici,Partecipazione digitale e E-democracy,0.1,0.1
Democrazia e Sistemi Politici,Storia del pensiero democratico,0.1,0.1
Neuroscienze Sperimentali,Mappatura del connettoma umano,0.1,0.1
Neuroscienze Sperimentali,Basi biologiche della coscienza,0.1,0.1
Neuroscienze Sperimentali,Processi di memorizzazione e oblio,0.1,0.1
Neuroscienze Sperimentali,Neurobiologia delle dipendenze,0.1,0.1
Neuroscienze Sperimentali,Percezione sensoriale e sinestesia,0.1,0.1
Neuroscienze Sperimentali,Sviluppo cerebrale nell'infanzia e adolescenza,0.1,0.1
Neuroscienze Sperimentali,"Malattie neurodegenerative (Alzheimer, Parkinson)",0.1,0.1
Neuroscienze Sperimentali,Il ruolo della dopamina e della serotonina,0.1,0.1
Neuroscienze Sperimentali,Sonno REM e attività onirica,0.1,0.1
Neuroscienze Sperimentali,Plasticità cerebrale post-traumatica,0.1,0.1
Trasporti e Mobilità Futura,Treni a levitazione magnetica (Maglev),0.1,0.1
Trasporti e Mobilità Futura,Guida autonoma di livello 5,0.1,0.1
Trasporti e Mobilità Futura,Mobilità come servizio (MaaS),0.1,0.1
Trasporti e Mobilità Futura,Infrastrutture per la ricarica a induzione,0.1,0.1
Trasporti e Mobilità Futura,Biciclette a pedalata assistita e ciclabilità urbana,0.1,0.1
Trasporti e Mobilità Futura,Sistemi di trasporto rapido di massa (BRT),0.1,0.1
Trasporti e Mobilità Futura,Logistica dei droni in aree urbane,0.1,0.1
Trasporti e Mobilità Futura,Sicurezza stradale e Vision Zero,0.1,0.1
Trasporti e Mobilità Futura,Decarbonizzazione del trasporto marittimo,0.1,0.1
Trasporti e Mobilità Futura,Sharing economy applicata ai trasporti,0.1,0.1
Fumetto e Graphic Novel,"Storia dei Comics americani (Golden, Silver, Modern Age)",0.1,0.1
Fumetto e Graphic Novel,Evoluzione del Manga giapponese,0.1,0.1
Fumetto e Graphic Novel,La scuola franco-belga (Ligne Claire),0.1,0.1
Fumetto e Graphic Novel,Graphic Journalism (Il fumetto come inchiesta),0.1,0.1
Fumetto e Graphic Novel,Storyboarding e grammatica delle vignette,0.1,0.1
Fumetto e Graphic Novel,Webtoon e fumetto digitale,0.1,0.1
Fumetto e Graphic Novel,Il fumetto d'autore in Italia,0.1,0.1
Fumetto e Graphic Novel,Supereroi: archetipi e decostruzione del mito,0.1,0.1
Fumetto e Graphic Novel,Tecniche di inchiostrazione e colorazione,0.1,0.1
Fumetto e Graphic Novel,Editing e pubblicazione editoriale,0.1,0.1
Gestione delle Emergenze e Protezione Civile,Previsione e prevenzione dei rischi naturali,0.1,0.1
Gestione delle Emergenze e Protezione Civile,Logistica umanitaria nei disastri,0.1,0.1
Gestione delle Emergenze e Protezione Civile,Gestione delle folle in eventi pubblici,0.1,0.1
Gestione delle Emergenze e Protezione Civile,Piani di evacuazione e psicologia dell'emergenza,0.1,0.1
Gestione delle Emergenze e Protezione Civile,Primo soccorso e medicina delle catastrofi,0.1,0.1
Gestione delle Emergenze e Protezione Civile,Comunicazione di crisi e allertamento rapido,0.1,0.1
Gestione delle Emergenze e Protezione Civile,Tecnologie satellitari per il monitoraggio dei danni,0.1,0.1
Gestione delle Emergenze e Protezione Civile,Resilienza delle infrastrutture critiche,0.1,0.1
Gestione delle Emergenze e Protezione Civile,Ruolo del volontariato organizzato,0.1,0.1
Gestione delle Emergenze e Protezione Civile,Risposta alle pandemie e biosicurezza,0.1,0.1
Estetica e Teoria dell'Arte,Il concetto di Sublime nell'arte,0.1,0.1
Estetica e Teoria dell'Arte,Iconoclastia e distruzione delle immagini,0.1,0.1
Estetica e Teoria dell'Arte,La funzione sociale dell'arte contemporanea,0.1,0.1
Estetica e Teoria dell'Arte,Semiotica dell'immagine,0.1,0.1
Estetica e Teoria dell'Arte,Museologia e curatela di mostre,0.1,0.1
Estetica e Teoria dell'Arte,Mercato dell'arte e case d'asta,0.1,0.1
Estetica e Teoria dell'Arte,Restauro e conservazione delle opere,0.1,0.1
Estetica e Teoria dell'Arte,Arte generativa e algoritmica,0.1,0.1
Estetica e Teoria dell'Arte,La sezione aurea e le proporzioni nell'arte,0.1,0.1
Estetica e Teoria dell'Arte,Street Art: tra vandalismo e valorizzazione urbana,0.1,0.1
Idrologia e Risorse Idriche,Ciclo dell'acqua e bilancio idrico,0.1,0.1
Idrologia e Risorse Idriche,Dissalazione dell'acqua di mare,0.1,0.1
Idrologia e Risorse Idriche,Gestione delle acque sotterranee (falde),0.1,0.1
Idrologia e Risorse Idriche,Depurazione e trattamento delle acque reflue,0.1,0.1
Idrologia e Risorse Idriche,Ingegneria delle reti idriche urbane,0.1,0.1
Idrologia e Risorse Idriche,"Diritti sull'acqua e ""guerre dell'oro blu""",0.1,0.1
Idrologia e Risorse Idriche,Inquinamento chimico dei fiumi,0.1,0.1
Idrologia e Risorse Idriche,Tecniche di irrigazione a goccia e risparmio agricolo,0.1,0.1
Idrologia e Risorse Idriche,Gestione delle piene e bacini di laminazione,0.1,0.1
Idrologia e Risorse Idriche,Qualità dell'acqua potabile e standard sanitari,0.1,0.1
Filosofia della Scienza (Epistemologia),Il metodo scientifico: induzione vs deduzione,0.1,0.1
Filosofia della Scienza (Epistemologia),Falsificazionismo di Karl Popper,0.1,0.1
Filosofia della Scienza (Epistemologia),Paradigmi e rivoluzioni scientifiche (Thomas Kuhn),0.1,0.1
Filosofia della Scienza (Epistemologia),Rapporto tra osservatore e osservato,0.1,0.1
Filosofia della Scienza (Epistemologia),Realismo vs Antirealismo scientifico,0.1,0.1
Filosofia della Scienza (Epistemologia),Etica della ricerca scientifica,0.1,0.1
Filosofia della Scienza (Epistemologia),Storia della scienza: da Galileo alla fisica quantistica,0.1,0.1
Filosofia della Scienza (Epistemologia),Il ruolo dei modelli e delle simulazioni,0.1,0.1
Filosofia della Scienza (Epistemologia),Scienza e pseudoscienza: il problema della demarcazione,0.1,0.1
Filosofia della Scienza (Epistemologia),Riduzionismo vs Olismo,0.1,0.1
Artigianato e Saper Fare,Lavorazione del legno e ebanisteria,0.1,0.1
Artigianato e Saper Fare,Arte vetraria (Murano e oltre),0.1,0.1
Artigianato e Saper Fare,Ceramica e modellazione dell'argilla,0.1,0.1
Artigianato e Saper Fare,Sartoria su misura e modellistica,0.1,0.1
Artigianato e Saper Fare,Lavorazione dei metalli e gioielleria,0.1,0.1
Artigianato e Saper Fare,Legatoria artigianale e restauro del libro,0.1,0.1
Artigianato e Saper Fare,Tessitura a telaio e tinture naturali,0.1,0.1
Artigianato e Saper Fare,Pelletteria e tecniche di concia,0.1,0.1
Artigianato e Saper Fare,Liuteria: la costruzione di strumenti ad arco,0.1,0.1
Artigianato e Saper Fare,Il valore dell'artigianato nell'era digitale,0.1,0.1
Etica Applicata,Bioetica clinica e decisioni di fine vita,0.1,0.1
Etica Applicata,Etica degli algoritmi e dei social media,0.1,0.1
Etica Applicata,Etica ambientale e diritti degli animali,0.1,0.1
Etica Applicata,Etica del business e responsabilità sociale,0.1,0.1
Etica Applicata,Diritti delle generazioni future,0.1,0.1
Etica Applicata,Etica della guerra e droni autonomi,0.1,0.1
Etica Applicata,Morale sessuale e nuove libertà,0.1,0.1
Etica Applicata,Etica della comunicazione e post-verità,0.1,0.1
Etica Applicata,Giustizia distributiva e povertà globale,0.1,0.1
Etica Applicata,Integrità accademica e scientifica,0.1,0.1
Esplorazione Urbana e Outdoor,Alpinismo e storia delle grandi scalate,0.1,0.1
Esplorazione Urbana e Outdoor,Trekking a lunga distanza (Thru-hiking),0.1,0.1
Esplorazione Urbana e Outdoor,Bushcraft: tecniche di sopravvivenza primitiva,0.1,0.1
Esplorazione Urbana e Outdoor,Speleologia: esplorazione delle grotte,0.1,0.1
Esplorazione Urbana e Outdoor,Orientamento e navigazione con mappa e bussola,0.1,0.1
Esplorazione Urbana e Outdoor,Urban Exploration (Urbex) e siti abbandonati,0.1,0.1
Esplorazione Urbana e Outdoor,Fotografia di paesaggio in condizioni estreme,0.1,0.1
Esplorazione Urbana e Outdoor,Parkour e movimento nell'ambiente urbano,0.1,0.1
Esplorazione Urbana e Outdoor,Camping e vita nomade (Vanlife),0.1,0.1
Esplorazione Urbana e Outdoor,Gestione dei parchi nazionali e delle riserve naturali,0.1,0.1
Scienze Forensi e Investigazione,Analisi del DNA e banche dati genetiche,0.1,0.1
Scienze Forensi e Investigazione,Tossicologia forense: rilevamento di veleni e droghe,0.1,0.1
Scienze Forensi e Investigazione,Balistica e analisi delle traiettorie,0.1,0.1
Scienze Forensi e Investigazione,Dattiloscopia (studio delle impronte digitali),0.1,0.1
Scienze Forensi e Investigazione,Entomologia forense: gli insetti per datare il decesso,0.1,0.1
Scienze Forensi e Investigazione,Informatica forense: recupero dati da dispositivi sequestrati,0.1,0.1
Scienze Forensi e Investigazione,Antropologia forense: identificazione da resti ossei,0.1,0.1
Scienze Forensi e Investigazione,Analisi delle macchie di sangue (BPA),0.1,0.1
Scienze Forensi e Investigazione,Grafologia giudiziaria e falso documentale,0.1,0.1
Scienze Forensi e Investigazione,Tecniche di interrogatorio e rilevamento del mendacio,0.1,0.1
Retail e Customer Experience,Visual Merchandising: l'organizzazione degli spazi espositivi,0.1,0.1
Retail e Customer Experience,Psicologia del punto vendita e percorsi d'acquisto,0.1,0.1
Retail e Customer Experience,Personalizzazione dell'esperienza tramite Big Data,0.1,0.1
Retail e Customer Experience,Loyalty Programs e strategie di fidelizzazione,0.1,0.1
Retail e Customer Experience,Integrazione Omnichannel (fisico e digitale),0.1,0.1
Retail e Customer Experience,Realtà Aumentata per la prova prodotti (Virtual Try-on),0.1,0.1
Retail e Customer Experience,Gestione dei flussi di clienti e code,0.1,0.1
Retail e Customer Experience,Customer Service predittivo tramite AI,0.1,0.1
Retail e Customer Experience,Il futuro dei centri commerciali (Mall trasformati in centri civici),0.1,0.1
Retail e Customer Experience,Mystery Shopping e controllo qualità,0.1,0.1
Editoria e Media,Il passaggio dal cartaceo al Digital-only,0.1,0.1
Editoria e Media,Modelli di business: abbonamenti vs pubblicità,0.1,0.1
Editoria e Media,Podcast e l'ascesa dell'audio-intrattenimento,0.1,0.1
Editoria e Media,Newsletter e l'economia dell'attenzione curata,0.1,0.1
Editoria e Media,Fact-checking e lotta alle fake news,0.1,0.1
Editoria e Media,Giornalismo investigativo e protezione delle fonti,0.1,0.1
Editoria e Media,Libertà di stampa e censura globale,0.1,0.1
Editoria e Media,"Editing editoriale: la figura del ""ghostwriter""",0.1,0.1
Editoria e Media,Diritti d'autore e licenze Creative Commons,0.1,0.1
Editoria e Media,L'impatto dei contenuti generati dagli utenti (UGC),0.1,0.1
Microeconomia e Mercati Locali,Teoria della domanda e dell'offerta,0.1,0.1
Microeconomia e Mercati Locali,Economia dei distretti industriali italiani,0.1,0.1
Microeconomia e Mercati Locali,"Mercati rionali e circuiti a ""Km zero""",0.1,0.1
Microeconomia e Mercati Locali,Cooperativismo e imprese sociali,0.1,0.1
Microeconomia e Mercati Locali,Il potere d'acquisto e il costo della vita,0.1,0.1
Microeconomia e Mercati Locali,Microcredito per lo sviluppo di piccole imprese,0.1,0.1
Microeconomia e Mercati Locali,Dinamiche dei prezzi nel settore immobiliare locale,0.1,0.1
Microeconomia e Mercati Locali,Commercio equo e solidale,0.1,0.1
Microeconomia e Mercati Locali,L'impatto del turismo sulle economie cittadine,0.1,0.1
Microeconomia e Mercati Locali,Analisi dei costi e dei benefici nelle decisioni pubbliche,0.1,0.1
Biofisica e Biomeccanica,Struttura e dinamica delle membrane cellulari,0.1,0.1
Biofisica e Biomeccanica,Motori molecolari e trasporto intracellulare,0.1,0.1
Biofisica e Biomeccanica,Biomeccanica della colonna vertebrale e postura,0.1,0.1
Biofisica e Biomeccanica,Propagazione dell'impulso nervoso (modello Hodgkin-Huxley),0.1,0.1
Biofisica e Biomeccanica,Interazione tra radiazioni e tessuti biologici,0.1,0.1
Biofisica e Biomeccanica,Analisi del passo e cinematica del movimento,0.1,0.1
Biofisica e Biomeccanica,Meccanica dei fluidi nel sistema circolatorio,0.1,0.1
Biofisica e Biomeccanica,Biofotonia: emissione di luce da parte degli organismi,0.1,0.1
Biofisica e Biomeccanica,Modellazione matematica dei sistemi biologici,0.1,0.1
Biofisica e Biomeccanica,Termodinamica dei processi vitali,0.1,0.1
Cinema d'Animazione,Animazione tradizionale a mano (2D),0.1,0.1
Cinema d'Animazione,"CGI e modellazione 3D (Pixar, Dreamworks)",0.1,0.1
Cinema d'Animazione,Stop-motion: l'arte del passo uno,0.1,0.1
Cinema d'Animazione,Anime giapponesi e il loro impatto globale,0.1,0.1
Cinema d'Animazione,Storia dei Walt Disney Studios,0.1,0.1
Cinema d'Animazione,Tecniche di Motion Capture,0.1,0.1
Cinema d'Animazione,Storyboarding e animatic per la pre-visualizzazione,0.1,0.1
Cinema d'Animazione,Animazione sperimentale e d'avanguardia,0.1,0.1
Cinema d'Animazione,Doppiaggio e caratterizzazione vocale,0.1,0.1
Cinema d'Animazione,"L'animazione per adulti (Adult Swim, serie d'autore)",0.1,0.1
Gestione delle Risorse Umane (HR),Tecniche di recruiting e interviste comportamentali,0.1,0.1
Gestione delle Risorse Umane (HR),Onboarding: l'inserimento dei nuovi dipendenti,0.1,0.1
Gestione delle Risorse Umane (HR),Valutazione delle performance e feedback a 360°,0.1,0.1
Gestione delle Risorse Umane (HR),Piani di incentivazione e Benefit aziendali,0.1,0.1
Gestione delle Risorse Umane (HR),Employer Branding: attrarre i migliori talenti,0.1,0.1
Gestione delle Risorse Umane (HR),Gestione dei conflitti e negoziazione interna,0.1,0.1
Gestione delle Risorse Umane (HR),Formazione continua e Learning & Development,0.1,0.1
Gestione delle Risorse Umane (HR),Salute e sicurezza sul luogo di lavoro,0.1,0.1
Gestione delle Risorse Umane (HR),Diversity & Inclusion management,0.1,0.1
Gestione delle Risorse Umane (HR),"Gestione della ""Great Resignation"" e della retention",0.1,0.1
Vulcanologia e Rischi Geologici,"Tipi di vulcani: a scudo, stratovulcani, caldere",0.1,0.1
Vulcanologia e Rischi Geologici,Monitoraggio sismico e geochimico dei crateri,0.1,0.1
Vulcanologia e Rischi Geologici,Lahar e colate piroclastiche: i pericoli maggiori,0.1,0.1
Vulcanologia e Rischi Geologici,Previsione delle eruzioni: segnali precursori,0.1,0.1
Vulcanologia e Rischi Geologici,Geotermia: energia dal calore vulcanico,0.1,0.1
Vulcanologia e Rischi Geologici,Il rischio Vesuvio e i Campi Flegrei,0.1,0.1
Vulcanologia e Rischi Geologici,Vulcanismo sottomarino e isole emergenti,0.1,0.1
Vulcanologia e Rischi Geologici,Impatto delle ceneri vulcaniche sul traffico aereo,0.1,0.1
Vulcanologia e Rischi Geologici,"Storia delle grandi eruzioni (Pompei, Krakatoa, Tambora)",0.1,0.1
Vulcanologia e Rischi Geologici,"Vulcani extra-terrestri (Io, Marte)",0.1,0.1
Fashion Tech e Materiali Innovativi,Vestiti intelligenti con sensori biometrici integrati,0.1,0.1
Fashion Tech e Materiali Innovativi,Tessuti prodotti da funghi o batteri (Bio-fashion),0.1,0.1
Fashion Tech e Materiali Innovativi,Stampa 3D di capi d'abbigliamento e calzature,0.1,0.1
Fashion Tech e Materiali Innovativi,Nanotecnologie per tessuti idrorepellenti o ignifughi,0.1,0.1
Fashion Tech e Materiali Innovativi,Riciclo chimico delle fibre tessili,0.1,0.1
Fashion Tech e Materiali Innovativi,Digital Fashion e abiti per il metaverso,0.1,0.1
Fashion Tech e Materiali Innovativi,E-textiles e circuiti flessibili,0.1,0.1
Fashion Tech e Materiali Innovativi,Tracciabilità della filiera tramite NFC o QR code,0.1,0.1
Fashion Tech e Materiali Innovativi,Sneakers auto-allaccianti e tecnologie di ammortizzazione,0.1,0.1
Fashion Tech e Materiali Innovativi,Sostenibilità delle tinture naturali vs sintetiche,0.1,0.1
Epigrafia e Paleografia,Studio delle iscrizioni su pietra e metallo,0.1,0.1
